,ref_id,client_division,description,vendor,contract_value,contract_date,type,date_won,currency
193,11396,Information & Technology,"For the provision of IBM hardware maintenance for the period from January 1, 2021, to December 31, 2021, all in accordance with the Amending Agreement dated January 1, 2003, and renewal pricing provided by IBM Canada Ltd ""City of Toronto GoldCard Pricing"" dated November 9, 2020.",IBM CANADA LTD,267321.78,01/08/2021,non-competitive,,CAD
2224,8168,311 Toronto,To provide professional service for the installation of Lagan ECM version 8.0.5,Lagan Technologies Inc,265486.73,04/30/2013,non-competitive,,CAD
40,WS3258581853,311 Toronto,"For the necessary end-user license renewal including support and maintenance of the Verint Impact 360 software for the City of Toronto's 311 Toronto Division for a period of thirty-nine (39) months from November 1, 2021 to January 31, 2025",Verint Americas Inc.,264129.06,12/20/2021,non-competitive,,CAD
376,11397,Affordable Housing Office,"For the provision of the consulting services, community engagement, facilitation and consultation in,connection with multiple affordable and supportive housing projects for Phase 2 of its Modular Housing,Initiative",LURA CONSULTING,263676.0,02/22/2021,non-competitive,,CAD
740,10572,Facilities Operations,"Amendment - For the provision of the non-exclusive supply of all labour, material, including truck charges, products,supervision for the inspection, testing, maintenance and repairs to the Fire Alarm, Sprinkler and Standpipe Systems for City of Toronto Schedule G (Police Client Buildings)",TYCO INTEGRATED FIRE & SECURITY,263000.0,05/31/2020,non-competitive,,CAD
613,11008,Toronto Water,"Amendment # 4 - September 4, 2020 - Renewal (NCP 11008),Added line item 50 in the amount of $54,682.24 net of all taxes, for the annual software support and maintenance of LIMS software for the period from September 30, 2020 to September 29, 2021 all in accordance with Quotation No. MRI0000109 and with the Software License and Services Agreement dated the 12th day of October, 2000.",LABWARE INC,262683.52,09/10/2020,non-competitive,,CAD
190,"11393, 11394 & 11395",Toronto Water,"For the provision of the annual renewal of the Maintenance and Support of InfoAsset Manager, InfoWorks ICM and InfoWater for the period from January 1, 2021 to December 31, 2021 all in accordance with the Amending Agreement dated January 1, 2016 and Quote No. Q-52206 dated March 9, 2020.",INNOVYZE INC,260854.5,01/07/2021,non-competitive,,CAD
485,11241,Facilities Design & Construction,"Amendment - for additional works of professional services to the completion of construction projects that may impact the public, provide health and safety",NORR LTD,260000.0,12/18/2020,non-competitive,,CAD
498,11288,Municipal Licensing & Standards,"AMENDMENT NO.2 - December 8, 2020 - NCPR 11288,Increased the target value from $130,000.00 to $260,000.00 net of all taxes and charges. All other terms,and conditions remain the same.",LIMA'S GARDENS & CONSTRUCTION INC,260000.0,12/09/2020,non-competitive,,CAD
2226,8170,Emergency Medical Services,"Provision of support, maintenance, upgrades and parts for the Locution Voice Alerting System as required by Toronto Emergency Medical Services (Toronto EMS) for the period from May 1, 2013 to April 30, 2017.",Locutions Systems Inc.,260000.0,05/01/2013,non-competitive,,CAD
2406,Doc 2913734263,Fleet Services,One (1) Latest Model Conventional Cab and Chassis Tri Axle Dump Truck,Rush Truck Centres of Canada,256127.0,,competitive,08/13/2021,CAD
488,11107,Solid Waste Management Services,For the provision of purchasing of two (2) Mechanical sweeper,ACCESSORIES MACHINERY LIMITED,256110.0,12/15/2020,non-competitive,,CAD
374,11477,Transportation Services,"AMENDMENT - Added Line Item 30 to the PO in the amount of $255,000, net of HST, for an additional 1000 VISTA 48"" BLACK Self-Watering Desert Planters for the City's CafeTO Initiative, all in accordance with Quotation No. 2020-900-565.",Equinox Environmental Industries Ltd.,255000.0,02/23/2021,non-competitive,,CAD
2440,DOC3013222213,Engineering & Construction Services - Capital Works Delivery,Cost Estimating Services for Ashbridges Bay Treatment Plant Integrated Pumping Station Construction Contract 3 Project,Marshall & Murray Incorporated,254688.0,,competitive,10/13/2021,CAD
1752,GM16.5,311 Toronto,"Renewal of the support and maintenance of the Lagan CRM Solution Software from September 22,2015 to September 21, 2016.",Verint Americas Inc,253750.0,09/11/2015,non-competitive,,CAD
541,11185,Emergency Medical Services,"AMENDMENT # 1 - October 30, 2020 (NCPR 11185),Extended the contract validity date from October 31, 2020 to October 31, 2021, to continue the provision of inspection and preventative maintenance services for patient handling equipment on Ambulances as per Ministry of Health Standards for City of Toronto Paramedic Services Division.  No change on target contract value.",ROWLAND EMERGENCY VEHICLE PRODUCT,252463.0,11/05/2020,non-competitive,,CAD
1356,GM23.15,Public Health,"The target value has been increased by $250,000.00 from $2,861,823.00 to $3,111,823.00. The validity end date of the contract has been extended to December 31, 2018 from December 31, 2017.",Loblaws Companies Limited,250000.0,12/15/2017,non-competitive,,CAD
656,10742,Facilities Operations,"For the non-exclusive supply of all labour, materials, equipment and supervision necessary to perform Preventative Maintenance and Service Calls for Boilers at various locations within the City of Toronto's East District, Facilities Operations, Corporate Real Estate Management Division from July 1, 2020 to December 31, 2020.",ACTIVE MECHANICAL SERVICES ,250000.0,07/01/2020,non-competitive,,CAD
1555,Sole Source Reference GM23.15,Public Health,"Amendment - To increase the Purchase Order value by $250,000.00 (exclusive of taxes) For the supply and delivery of Gift Cards to be used by staff in Public Health Division for Healthy Family,Communicable Disease Control and Tuberculosis Prevention and Control Program.",LOBLAWS COMPANIES LIMITED,250000.0,11/24/2016,non-competitive,,CAD
1599,GM8.8,Transportation Services,"Provision of Transcore Annual Software Maintenance for TransSuite Traffic Control System for the period from January 1, 2016 to December 31, 2020.",Transcore ITS Inc.,250000.0,01/01/2016,non-competitive,,CAD
415,11303,Toronto Water,"For the provision of the non-exclusive supply, delivery, installation, and warranty of labour, equipment, materials and supervision necessary for the completion of the Work on Additions, Rehabilitations and Building Repairs for the City of Toronto#s Water Division for the period from February 1, 2021 to May 31",AINSWORTH INC,250000.0,01/22/2021,non-competitive,,CAD
2202,8197,Information & Technology,"To provide support to the City of Toronto for the planning, architecture and design of the Exchange 2013 email system",MICROSOFT CANADA INC,250000.0,07/31/2013,non-competitive,,CAD
654,10744 ,Facilities Operations,"For the non-exclusive supply of all labour, materials, equipment and supervision necessary to perform Preventative Maintenance and Service Calls for Boilers at various locations within the City of Toronto's West District, Facilities Operations, Corporate Real Estate Management Division from July 1, 2020 to December 31, 2020.",ACTIVE MECHANICAL SERVICES ,250000.0,07/01/2020,non-competitive,,CAD
854,10193,Information & Technology,"For the provision of IaaS solutions including hosting of the City's website, provisioning of Web Content Management Systems (WCMS) products and services for the period from November 1, 2019 to April 30, 2020, all in accordance with the Agreement made as of November 1, 2019.",iTMethods Inc.,250000.0,11/01/2019,non-competitive,,CAD
422,11415,Facilities Operations,"AUTHORITY: EX36.13 adopted by City Council on July 23, 24, 25, 26, 27 and 30, 2018,For the provision of construction law advice pertaining to Union Station Enhancement Project Package 3 (USEP 3)","OSLER, HOSKIN & HARCOURT LLP,",250000.0,01/19/2021,non-competitive,,CAD
1764,8616,Toronto Water,"for the supply and delivery of spare part, screen panels, and accessories ",Vector Process Equipment Inc,250000.0,08/06/2015,non-competitive,,CAD
859,10186,Facilities Operations,"For the provision of the non-exclusive supply of all labour, parts and equipment necessary to provide,Bi-Yearly Testing, Inspections, Maintenance and Repairs to Gas Detection Systems for Corporate Real,Estate Management division at various locations within the City of Toronto, on an ""as and when required"",basis for the period from December 1, 2019 to May 30, 2020",ARMSTRONG MONITORING CORP,250000.0,12/05/2019,non-competitive,,CAD
1511,8933,Toronto Water,"For the Repairs of Water and Sewer Connections, Mains and Appurtenances in Scarborough District from the date January 1, 2017 to February 1, 2017.",Vipe Construction Ltd.,250000.0,01/05/2017,non-competitive,,CAD
420,11279,Facilities Operations,"AUTHORITY: EX36.13 adopted by City Council on July 23, 24, 25, 26, 27 and 30, 2018,For the provision of Real Estate Law advice services pertaining to Union Station Enhancement Project,_PROJECT PACKAGE 3 AS AUTHORIZED IN EX36.13, ITEM 9A",DAVIES WARD PHILLIPS & VINEBERG LLP,250000.0,01/20/2021,non-competitive,,CAD
419,11211,"Shelter, Support & Housing Administration","For the provision of urgent nursing services which are needed immediately to support the operations of the,Long Term Care facilities to support the continuing needs of the COVID pandemic from November 1, 2020,to November 1, 2021 as per Contract Agreement dated November 7, 2020 and rates listed in Appendix A,below:,Registered Practical Nurse (RPN) - $60.00/hr,Registered Nurse (RN) - $70.00/hr,Personal Support Worker (PSW) - $40.00/hr,Statutory Holiday Rate # applicable rate times 1.5",A SUPREME NURSING & HOME CARE,250000.0,01/20/2021,non-competitive,,CAD
510,10672,"Shelter, Support & Housing Administration",For the supply of personal Clothing and Hygiene Products for clients in new and existing Shelter Sites as part of the Covid 19 Pandemic Response,"BARGAINS GROUP LTD, THE",250000.0,12/03/2020,non-competitive,,CAD
1173,9417,Facilities Design & Construction,"For the non-exclusive supply of of all materials, equipment, labour and supervision required for Plumbing and related Mechanical Services, from November 1, 2018 to December 31, 2018.",ACTIVE MECHANICAL,250000.0,11/02/2018,non-competitive,,CAD
1788,8589,Toronto Water,To provide emergency watermian system repairs at various locatons within the City of Toronto.,Co-X-Co Construction Ltd.,250000.0,04/01/2015,non-competitive,,CAD
413,11343,"Shelter, Support & Housing Administration","For the provision of the Covid-19 catering services to provide meals to the homeless residents as required,at various locations for the period from January 1, 2021 to December 31, 2021",2790584 ONTARIO INC,250000.0,01/25/2021,non-competitive,,CAD
1790,GM16.5,311 Toronto,"To provide support and maintenance of the Lagan CRM Solution Software from September 22,2014 to September 21, 2015.",VERINT TECHNOLOGY INC,250000.0,03/18/2015,non-competitive,,CAD
868,10124,Employment & Social Services,"For the provision of the non-exclusive supply, delivery, warranty and support of refurbished personal computers or laptops for children in receipt of Ontario Works Program, all in accordance with the Agreement effective November 20, 2019.",The Computing Society to reBOOT Canada,250000.0,11/20/2019,non-competitive,,CAD
